word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
discharge,D,IH,S,CH,AA,R,JH,,,,,,,,,,,
disciple,D,IH,S,AY,P,AH,L,,,,,,,,,,,
discipleship,D,IH,S,AY,P,AH,L,SH,IH,P,,,,,,,,
disciplinarian,D,IH,S,IH,P,L,IH,N,EH,R,IY,AH,N,,,,,
discipline,D,IH,S,AH,P,L,AH,N,,,,,,,,,,
disclaimer,D,IH,S,K,L,EY,M,ER,,,,,,,,,,
discloser,D,IH,S,K,L,OW,Z,ER,,,,,,,,,,
disclosure,D,IH,S,K,L,OW,ZH,ER,,,,,,,,,,
disco,D,IH,S,K,OW,,,,,,,,,,,,,
discoball,D,IH,S,K,OW,B,AO,L,,,,,,,,,,
discoloration,D,IH,S,K,AH,L,ER,EY,SH,AH,N,,,,,,,
discomfiture,D,IH,S,K,AH,M,F,IH,CH,ER,,,,,,,,
discomfort,D,IH,S,K,AH,M,F,ER,T,,,,,,,,,
disconnection,D,IH,S,K,AH,N,EH,K,SH,AH,N,,,,,,,
discontent,D,IH,S,K,AH,N,T,EH,N,T,,,,,,,,
discontinuation,D,IH,S,K,AH,N,T,IH,N,Y,UW,EY,SH,AH,N,,,
discord,D,IH,S,K,AO,R,D,,,,,,,,,,,
discotheque,D,IH,S,K,OW,T,EH,K,,,,,,,,,,
discount,D,IH,S,K,AW,N,T,,,,,,,,,,,
discouragement,D,IH,S,K,ER,IH,JH,M,AH,N,T,,,,,,,
discourse,D,IH,S,K,AO,R,S,,,,,,,,,,,
discourtesy,D,IH,S,K,ER,T,AH,S,IY,,,,,,,,,
discoverer,D,IH,S,K,AH,V,AH,R,ER,,,,,,,,,
discovery,D,IH,S,K,AH,V,ER,IY,,,,,,,,,,
discrepancies,D,IH,S,K,R,EH,P,AH,N,S,IY,Z,,,,,,
discretion,D,IH,S,K,R,EH,SH,AH,N,,,,,,,,,
discrimination,D,IH,S,K,R,IH,M,AH,N,EY,SH,AH,N,,,,,
discus,D,IH,S,K,AH,S,,,,,,,,,,,,
discussion,D,IH,S,K,AH,SH,AH,N,,,,,,,,,,
disdain,D,IH,S,D,EY,N,,,,,,,,,,,,
disease,D,IH,Z,IY,Z,,,,,,,,,,,,,
disembarkation,D,IH,S,EH,M,B,AA,R,K,EY,SH,AH,N,,,,,
disembodiment,D,IH,S,IH,M,B,AA,D,IY,M,AH,N,T,,,,,
disembogue,D,IH,S,AH,M,B,AA,G,,,,,,,,,,
disembowel,D,IH,S,IH,M,B,AW,AH,L,,,,,,,,,
disenchantment,D,IH,S,IH,N,CH,AE,N,T,M,AH,N,T,,,,,
disenfranchisement,D,IH,S,IH,N,F,R,AE,N,CH,AY,Z,M,AH,N,T,,
disengagement,D,IH,S,IH,N,G,EY,JH,M,AH,N,T,,,,,,
disequilibrium,D,IH,S,IY,K,W,AH,L,IH,B,R,IY,AH,M,,,,
disfavor,D,IH,S,F,EY,V,ER,,,,,,,,,,,
disfigurement,D,IH,S,F,IH,G,Y,ER,M,EH,N,T,,,,,,
disgorgement,D,IH,S,G,AO,R,JH,M,AH,N,T,,,,,,,
disgrace,D,IH,S,G,R,EY,S,,,,,,,,,,,
disguise,D,IH,S,G,AY,Z,,,,,,,,,,,,
disgust,D,IH,S,G,AH,S,T,,,,,,,,,,,
disgustingness,D,IH,S,G,AH,S,T,IH,NG,N,AH,S,,,,,,
dish,D,IH,SH,,,,,,,,,,,,,,,
dishabille,D,IH,S,AE,B,AH,L,,,,,,,,,,,
disharmony,D,IH,S,HH,AA,R,M,AH,N,IY,,,,,,,,
dishevelment,D,IH,SH,EH,V,AH,L,M,AH,N,T,,,,,,,
dishonesty,D,IH,S,AA,N,AH,S,T,IY,,,,,,,,,
dishonor,D,IH,S,AA,N,ER,,,,,,,,,,,,
dishpan,D,IH,SH,P,AE,N,,,,,,,,,,,,
dishrag,D,IH,SH,R,AE,G,,,,,,,,,,,,
dishtowel,D,IH,SH,T,AW,AH,L,,,,,,,,,,,
dishware,D,IH,SH,W,EH,R,,,,,,,,,,,,
dishwasher,D,IH,SH,W,AA,SH,ER,,,,,,,,,,,
dishwater,D,IH,SH,W,AO,T,ER,,,,,,,,,,,
disillusionment,D,IH,S,IH,L,UW,ZH,AH,N,M,AH,N,T,,,,,
disinclination,D,IH,S,IH,N,K,L,AH,N,EY,SH,AH,N,,,,,
disinfectant,D,IH,S,IH,N,F,EH,K,T,AH,N,T,,,,,,
disinformation,D,IH,Z,IH,N,F,ER,M,EY,SH,AH,N,,,,,,
disinheritance,D,IH,S,IH,N,HH,EH,R,AH,T,AH,N,S,,,,,
disintegration,D,IH,S,IH,N,T,AH,G,R,EY,SH,AH,N,,,,,
disinterest,D,IH,S,IH,N,T,ER,AH,S,T,,,,,,,,
disinterestedness,D,IH,S,IH,N,T,R,AH,S,T,AH,D,N,AH,S,,,
disinterment,D,IH,S,IH,N,T,ER,M,AH,N,T,,,,,,,
disinvite,D,IH,S,IH,N,V,AY,T,,,,,,,,,,
disk,D,IH,S,K,,,,,,,,,,,,,,
diskette,D,IH,S,K,EH,T,,,,,,,,,,,,
dislocation,D,IH,S,L,OW,K,EY,SH,AH,N,,,,,,,,
disloyalty,D,IH,S,L,OY,AH,L,T,IY,,,,,,,,,
dismay,D,IH,S,M,EY,,,,,,,,,,,,,
dismemberment,D,IH,S,M,EH,M,B,ER,M,AH,N,T,,,,,,
dismissal,D,IH,S,M,IH,S,AH,L,,,,,,,,,,
disobedience,D,IH,S,AH,B,IY,D,IY,AH,N,S,,,,,,,
disodium,D,AH,S,OW,D,IY,AH,M,,,,,,,,,,
disorder,D,IH,S,AO,R,D,ER,,,,,,,,,,,
disorganization,D,IH,S,AO,R,G,AH,N,AH,Z,EY,SH,AH,N,,,,
disorient,D,IH,S,AO,R,IY,EH,N,T,,,,,,,,,
disorientation,D,IH,S,AO,R,IY,AH,N,T,EY,SH,AH,N,,,,,
disparagement,D,IH,S,P,AE,R,IH,JH,M,AH,N,T,,,,,,
disparity,D,IH,S,P,EH,R,AH,T,IY,,,,,,,,,
dispassion,D,IH,S,P,AE,SH,AH,N,,,,,,,,,,
dispatcher,D,IH,S,P,AE,CH,ER,,,,,,,,,,,
dispensary,D,IH,S,P,EH,N,S,ER,IY,,,,,,,,,
dispensation,D,IH,S,P,AH,N,S,EY,SH,AH,N,,,,,,,
dispersal,D,IH,S,P,ER,S,AH,L,,,,,,,,,,
displacement,D,IH,S,P,L,EY,S,M,AH,N,T,,,,,,,
display,D,IH,S,P,L,EY,,,,,,,,,,,,
displeasure,D,IH,S,P,L,EH,ZH,ER,,,,,,,,,,
disposables,D,IH,S,P,OW,Z,AH,B,AH,L,Z,,,,,,,
disposition,D,IH,S,P,AH,Z,IH,SH,AH,N,,,,,,,,
dispute,D,IH,S,P,Y,UW,T,,,,,,,,,,,
disqualification,D,IH,S,K,W,AA,L,AH,F,AH,K,EY,SH,AH,N,,,
disremember,D,IH,S,R,IH,M,EH,M,B,ER,,,,,,,,
disrepair,D,IH,S,R,IH,P,EH,R,,,,,,,,,,
disrepute,D,IH,S,R,IH,P,Y,UW,T,,,,,,,,,
disrespect,D,IH,S,R,IH,S,P,EH,K,T,,,,,,,,
disrobement,D,IH,S,R,OW,B,M,AH,N,T,,,,,,,,
disrupter,D,IH,S,R,AH,P,T,ER,,,,,,,,,,
disruptor,D,IH,S,R,AH,P,T,ER,,,,,,,,,,
dissatisfaction,D,IH,S,AE,T,IH,S,F,AE,K,SH,AH,N,,,,,
dissection,D,AY,S,EH,K,SH,AH,N,,,,,,,,,,
dissector,D,IH,S,EH,K,T,ER,,,,,,,,,,,
dissembler,D,IH,S,EH,M,B,AH,L,ER,,,,,,,,,
dissemination,D,IH,S,EH,M,AH,N,EY,SH,AH,N,,,,,,,
dissension,D,IH,S,EH,N,SH,AH,N,,,,,,,,,,
dissent,D,IH,S,EH,N,T,,,,,,,,,,,,
dissertation,D,IH,S,ER,T,EY,SH,AH,N,,,,,,,,,
disservice,D,IH,S,ER,V,AH,S,,,,,,,,,,,
disseverance,D,IH,S,AH,V,IH,ER,AH,N,S,,,,,,,,
dissident,D,IH,S,AH,D,IH,N,T,,,,,,,,,,
dissimilarities,D,IH,S,IH,M,AH,L,AE,R,AH,T,IY,Z,,,,,
dissimulation,D,IH,S,IH,M,Y,AH,L,EY,SH,AH,N,,,,,,
dissipation,D,IH,S,IH,P,EY,SH,AH,N,,,,,,,,,
dissociation,D,IH,S,OW,S,IY,EY,SH,AH,N,,,,,,,,
dissolution,D,IH,S,AH,L,UW,SH,AH,N,,,,,,,,,
dissonance,D,IH,S,AH,N,AH,N,S,,,,,,,,,,
distance,D,IH,S,T,AH,N,S,,,,,,,,,,,
distaste,D,IH,S,T,EY,S,T,,,,,,,,,,,
distemper,D,IH,S,T,EH,M,P,ER,,,,,,,,,,
distension,D,IH,S,T,EH,N,CH,AH,N,,,,,,,,,
distention,D,IH,S,T,AH,N,CH,AH,N,,,,,,,,,
distillate,D,IH,S,T,AH,L,EY,T,,,,,,,,,,
distillery,D,IH,S,T,IH,L,ER,IY,,,,,,,,,,
distinction,D,IH,S,T,IH,NG,K,SH,AH,N,,,,,,,,
distortion,D,IH,S,T,AO,R,SH,AH,N,,,,,,,,,
distraction,D,IH,S,T,R,AE,K,SH,AH,N,,,,,,,,
distress,D,IH,S,T,R,EH,S,,,,,,,,,,,
distributer,D,IH,S,T,R,IH,B,Y,UW,T,ER,,,,,,,
distributor,D,IH,S,T,R,IH,B,Y,AH,T,ER,,,,,,,
distributorship,D,IH,S,T,R,IH,B,Y,UW,T,ER,SH,IH,P,,,,
district,D,IH,S,T,R,IH,K,T,,,,,,,,,,
disturbance,D,IH,S,T,ER,B,AH,N,S,,,,,,,,,
disuse,D,IH,S,Y,UW,S,,,,,,,,,,,,
ditches,D,IH,CH,AH,Z,,,,,,,,,,,,,
dither,D,IH,DH,ER,,,,,,,,,,,,,,
ditties,D,IH,T,IY,Z,,,,,,,,,,,,,
ditto,D,IH,T,OW,,,,,,,,,,,,,,
ditz,D,IH,T,S,,,,,,,,,,,,,,
diva,D,IY,V,AH,,,,,,,,,,,,,,
divan,D,IH,V,AE,N,,,,,,,,,,,,,
dive,D,AY,V,,,,,,,,,,,,,,,
diver,D,AY,V,ER,,,,,,,,,,,,,,
divergence,D,AY,V,ER,JH,AH,N,S,,,,,,,,,,
diversification,D,AY,V,ER,S,AH,F,AH,K,EY,SH,AH,N,,,,,
diversion,D,AY,V,ER,ZH,AH,N,,,,,,,,,,,
diverter,D,AY,V,ER,T,ER,,,,,,,,,,,,
diverticulitis,D,AH,V,AH,R,T,IH,S,AH,L,AY,T,AH,S,,,,
divertissement,D,AH,V,AH,R,T,IH,S,M,AH,N,T,,,,,,
divestiture,D,IH,V,EH,S,T,IH,CH,ER,,,,,,,,,
dividend,D,IH,V,IH,D,EH,N,D,,,,,,,,,,
divider,D,IH,V,AY,D,ER,,,,,,,,,,,,
divination,D,IH,V,AH,N,EY,SH,AH,N,,,,,,,,,
divingboard,D,AY,V,IH,NG,B,OW,R,D,,,,,,,,,
divisibility,D,AH,V,IH,Z,AH,B,IH,L,AH,T,IY,,,,,,
divorce,D,IH,V,AO,R,S,,,,,,,,,,,,
divorcee,D,AH,V,AO,R,S,IY,,,,,,,,,,,
divulger,D,AH,V,AH,L,JH,ER,,,,,,,,,,,
divvy,D,IH,V,IY,,,,,,,,,,,,,,
dizzies,D,IH,Z,IY,Z,,,,,,,,,,,,,
dobbin,D,AA,B,IH,N,,,,,,,,,,,,,
doc,D,AA,K,,,,,,,,,,,,,,,
docility,D,AA,S,IH,L,AH,T,IY,,,,,,,,,,
dock,D,AA,K,,,,,,,,,,,,,,,
dockage,D,AA,K,IH,JH,,,,,,,,,,,,,
docket,D,AA,K,AH,T,,,,,,,,,,,,,
dockside,D,AA,K,S,AY,D,,,,,,,,,,,,
dockworker,D,AA,K,W,ER,K,ER,,,,,,,,,,,
dockyard,D,AA,K,Y,AA,R,D,,,,,,,,,,,
doctor,D,AA,K,T,ER,,,,,,,,,,,,,
doctrine,D,AA,K,T,R,AH,N,,,,,,,,,,,
docudrama,D,OW,K,AH,D,R,AE,M,AH,,,,,,,,,
document,D,AA,K,Y,AH,M,EH,N,T,,,,,,,,,
documentarian,D,AA,K,Y,UW,M,AH,N,T,EH,R,IY,AH,N,,,,
documentaries,D,AA,K,Y,AH,M,EH,N,T,ER,IY,Z,,,,,,
doddle,D,AA,D,AH,L,,,,,,,,,,,,,
dodecahedra,D,AA,D,AH,K,AH,HH,EH,D,R,AH,,,,,,,
dodecahedron,D,AA,D,AH,K,AH,HH,EH,D,R,AH,N,,,,,,
dodger,D,AA,JH,ER,,,,,,,,,,,,,,
dodo,D,OW,D,OW,,,,,,,,,,,,,,
doer,D,UW,R,,,,,,,,,,,,,,,
dog,D,AO,G,,,,,,,,,,,,,,,
dogbed,D,AO,G,B,EH,D,,,,,,,,,,,,
dogcatcher,D,AO,G,K,AE,CH,ER,,,,,,,,,,,
doge,D,OW,JH,,,,,,,,,,,,,,,
dogface,D,AO,G,F,EY,S,,,,,,,,,,,,
dogfight,D,AA,G,F,AY,T,,,,,,,,,,,,
dogfish,D,AO,G,F,IH,SH,,,,,,,,,,,,
doggerel,D,AA,G,ER,AH,L,,,,,,,,,,,,
doggie,D,AO,G,IY,,,,,,,,,,,,,,
doghouse,D,AO,G,HH,AW,S,,,,,,,,,,,,
dogleg,D,AO,G,L,EH,G,,,,,,,,,,,,
dogma,D,AA,G,M,AH,,,,,,,,,,,,,
dogtags,D,AO,G,T,AE,G,Z,,,,,,,,,,,
dogwatch,D,AO,G,W,AA,CH,,,,,,,,,,,,
dogwood,D,AO,G,W,UH,D,,,,,,,,,,,,
doily,D,OY,L,IY,,,,,,,,,,,,,,
doings,D,UW,IH,NG,Z,,,,,,,,,,,,,
dojo,D,OW,JH,OW,,,,,,,,,,,,,,
doldrums,D,OW,L,D,R,AH,M,Z,,,,,,,,,,
dole,D,OW,L,,,,,,,,,,,,,,,
doll,D,AA,L,,,,,,,,,,,,,,,
dollar,D,AA,L,ER,,,,,,,,,,,,,,
dollhouse,D,AA,L,HH,AW,S,,,,,,,,,,,,
dollop,D,AA,L,AH,P,,,,,,,,,,,,,
dolly,D,AA,L,IY,,,,,,,,,,,,,,
dolomite,D,OW,L,AH,M,AY,T,,,,,,,,,,,
dolor,D,OW,L,ER,,,,,,,,,,,,,,
dolphin,D,AA,L,F,AH,N,,,,,,,,,,,,
dolts,D,OW,L,T,S,,,,,,,,,,,,,
domain,D,OW,M,EY,N,,,,,,,,,,,,,
dome,D,OW,M,,,,,,,,,,,,,,,
domesticity,D,OW,M,EH,S,T,IH,S,AH,T,IY,,,,,,,
domicile,D,AA,M,AH,S,AY,L,,,,,,,,,,,
dominance,D,AA,M,AH,N,AH,N,S,,,,,,,,,,
dominatrix,D,AA,M,AH,N,AE,T,R,AH,K,S,,,,,,,
dominion,D,AH,M,IH,N,Y,AH,N,,,,,,,,,,
domino,D,AA,M,AH,N,OW,,,,,,,,,,,,
dominoes,D,AA,M,AH,N,OW,Z,,,,,,,,,,,
donation,D,OW,N,EY,SH,AH,N,,,,,,,,,,,
donkey,D,AA,NG,K,IY,,,,,,,,,,,,,
donnybrook,D,AA,N,IY,B,R,UH,K,,,,,,,,,,
donor,D,OW,N,ER,,,,,,,,,,,,,,
dons,D,AA,N,Z,,,,,,,,,,,,,,
donut,D,OW,N,AH,T,,,,,,,,,,,,,
doodad,D,UW,D,AE,D,,,,,,,,,,,,,
doodah,D,UW,D,AH,,,,,,,,,,,,,,
doodle,D,UW,D,AH,L,,,,,,,,,,,,,
doodlebug,D,UW,D,L,AH,B,AH,G,,,,,,,,,,
doodler,D,UW,D,L,AH,R,,,,,,,,,,,,
doohickey,D,UW,HH,IH,K,IY,,,,,,,,,,,,
doom,D,UW,M,,,,,,,,,,,,,,,
doomsayer,D,UW,M,S,EY,ER,,,,,,,,,,,,
doomsday,D,UW,M,Z,D,EY,,,,,,,,,,,,
door,D,AO,R,,,,,,,,,,,,,,,
doorbell,D,AO,R,B,EH,L,,,,,,,,,,,,
doorframe,D,OW,R,F,R,EY,M,,,,,,,,,,,
doorjamb,D,UH,R,JH,AH,M,,,,,,,,,,,,
doorkeeper,D,AO,R,K,IY,P,ER,,,,,,,,,,,
doorknob,D,UW,R,N,AA,B,,,,,,,,,,,,
doorknocker,D,OW,R,N,AA,K,ER,,,,,,,,,,,
doorman,D,AO,R,M,AE,N,,,,,,,,,,,,
doormat,D,AO,R,M,AE,T,,,,,,,,,,,,
doormen,D,OW,R,M,EH,N,,,,,,,,,,,,
doornail,D,AO,R,N,EY,L,,,,,,,,,,,,
doorpost,D,OW,R,P,OW,S,T,,,,,,,,,,,
doorstep,D,AO,R,S,T,EH,P,,,,,,,,,,,
doorstop,D,OW,R,S,T,AA,P,,,,,,,,,,,
doorway,D,AO,R,W,EY,,,,,,,,,,,,,
dopamine,D,AA,P,AH,M,AY,N,,,,,,,,,,,
dope,D,OW,P,,,,,,,,,,,,,,,
doper,D,OW,P,ER,,,,,,,,,,,,,,
dopey,D,OW,P,IY,,,,,,,,,,,,,,
doppelganger,D,AA,P,EH,L,G,AH,NG,AH,R,,,,,,,,
dork,D,AO,R,K,,,,,,,,,,,,,,
dorm,D,AO,R,M,,,,,,,,,,,,,,
dormancy,D,AO,R,M,AH,N,S,IY,,,,,,,,,,
dormer,D,AO,R,M,ER,,,,,,,,,,,,,
dormitories,D,AO,R,M,AH,T,AO,R,IY,Z,,,,,,,,
dormouse,D,AO,R,M,AW,S,,,,,,,,,,,,
dosage,D,OW,S,AH,JH,,,,,,,,,,,,,
dose,D,OW,S,,,,,,,,,,,,,,,
dosimeter,D,AH,S,IH,M,AH,T,AH,R,,,,,,,,,
doss,D,AO,S,,,,,,,,,,,,,,,
dossier,D,AO,S,Y,EY,,,,,,,,,,,,,
dot,D,AA,T,,,,,,,,,,,,,,,
dotage,D,OW,T,IH,JH,,,,,,,,,,,,,
dotard,D,AA,T,AH,R,D,,,,,,,,,,,,
dotter,D,AA,T,ER,,,,,,,,,,,,,,
doubleheader,D,AH,B,AH,L,HH,EH,D,ER,,,,,,,,,
doubles,D,AH,B,AH,L,Z,,,,,,,,,,,,
doublespeak,D,AH,B,AH,L,S,P,IY,K,,,,,,,,,
doublet,D,AW,B,L,AH,T,,,,,,,,,,,,
doubletree,D,AH,B,AH,L,T,R,IY,,,,,,,,,,
doubloon,D,AH,B,L,UW,N,,,,,,,,,,,,
doubter,D,AW,T,ER,,,,,,,,,,,,,,
doubts,D,AW,T,S,,,,,,,,,,,,,,
douche,D,UW,SH,,,,,,,,,,,,,,,
dough,D,OW,,,,,,,,,,,,,,,,
doughboy,D,OW,B,OY,,,,,,,,,,,,,,
doughnut,D,OW,N,AH,T,,,,,,,,,,,,,
dourine,D,UW,Y,UH,R,AH,N,,,,,,,,,,,
douser,D,AW,S,ER,,,,,,,,,,,,,,
dove,D,AH,V,,,,,,,,,,,,,,,
dowager,D,AW,AH,JH,ER,,,,,,,,,,,,,
dowel,D,AW,AH,L,,,,,,,,,,,,,,
dower,D,AW,R,,,,,,,,,,,,,,,
downbeat,D,AW,N,B,IY,T,,,,,,,,,,,,
downdraft,D,AW,N,D,R,AE,F,T,,,,,,,,,,
downdraught,D,AW,N,D,R,AE,F,T,,,,,,,,,,
downer,D,AW,N,ER,,,,,,,,,,,,,,
downfall,D,AW,N,F,AO,L,,,,,,,,,,,,
downfield,D,AW,N,F,IY,L,D,,,,,,,,,,,
downgrade,D,AW,N,G,R,EY,D,,,,,,,,,,,
downloads,D,AW,N,L,OW,D,Z,,,,,,,,,,,
downpour,D,AW,N,P,AO,R,,,,,,,,,,,,
downrange,D,AW,N,R,EY,N,JH,,,,,,,,,,,
downriver,D,AW,N,R,IH,V,ER,,,,,,,,,,,
downs,D,AW,N,Z,,,,,,,,,,,,,,
downside,D,AW,N,S,AY,D,,,,,,,,,,,,
downstate,D,AW,N,S,T,EY,T,,,,,,,,,,,
downswing,D,AW,N,S,W,IH,NG,,,,,,,,,,,
downtime,D,AW,N,T,AY,M,,,,,,,,,,,,
downtrodden,D,AW,N,T,R,AA,D,AH,N,,,,,,,,,
downturn,D,AW,N,T,ER,N,,,,,,,,,,,,
downwash,D,AW,N,W,AA,SH,,,,,,,,,,,,
dowries,D,AW,R,IY,Z,,,,,,,,,,,,,
dowser,D,AW,Z,ER,,,,,,,,,,,,,,
doxology,D,AA,K,S,AA,L,AH,JH,IY,,,,,,,,,
doxy,D,AA,K,S,IY,,,,,,,,,,,,,
doyen,D,OY,IH,N,,,,,,,,,,,,,,
dozen,D,AH,Z,AH,N,,,,,,,,,,,,,
dozer,D,OW,Z,ER,,,,,,,,,,,,,,
drabble,D,R,AE,B,AH,L,,,,,,,,,,,,
drabs,D,R,AE,B,Z,,,,,,,,,,,,,
dracaena,D,R,AH,K,IY,N,AH,,,,,,,,,,,
drachma,D,R,AE,K,M,AH,,,,,,,,,,,,
draft,D,R,AE,F,T,,,,,,,,,,,,,
draftee,D,R,AE,F,T,IY,,,,,,,,,,,,
draftsman,D,R,AE,F,T,S,M,AH,N,,,,,,,,,
draftsmen,D,R,AE,F,T,S,M,AH,N,,,,,,,,,
dragger,D,R,AE,G,ER,,,,,,,,,,,,,
dragnet,D,R,AE,G,N,EH,T,,,,,,,,,,,
dragoman,D,R,AE,G,AH,M,AH,N,,,,,,,,,,
dragon,D,R,AE,G,AH,N,,,,,,,,,,,,
dragonflies,D,R,AE,G,AH,N,F,L,AY,Z,,,,,,,,
dragonfly,D,R,AE,G,AH,N,F,L,AY,,,,,,,,,
dragonroot,D,R,AE,G,AH,N,R,UW,T,,,,,,,,,
dragoon,D,R,AH,G,UW,N,,,,,,,,,,,,
drain,D,R,EY,N,,,,,,,,,,,,,,
drainage,D,R,EY,N,AH,JH,,,,,,,,,,,,
drainer,D,R,EY,N,ER,,,,,,,,,,,,,
drainpipe,D,R,EY,N,P,AY,P,,,,,,,,,,,
drake,D,R,EY,K,,,,,,,,,,,,,,
dram,D,R,AE,M,,,,,,,,,,,,,,
drama,D,R,AA,M,AH,,,,,,,,,,,,,
dramatics,D,R,AH,M,AE,T,IH,K,S,,,,,,,,,
dramatist,D,R,AA,M,AH,T,IH,S,T,,,,,,,,,
drape,D,R,EY,P,,,,,,,,,,,,,,
draperies,D,R,EY,P,ER,IY,Z,,,,,,,,,,,
draught,D,R,AE,F,T,,,,,,,,,,,,,
draughtsman,D,R,AE,F,T,S,M,AE,N,,,,,,,,,
drawback,D,R,AO,B,AE,K,,,,,,,,,,,,
drawbridge,D,R,AO,B,R,IH,JH,,,,,,,,,,,
drawer,D,R,AO,R,,,,,,,,,,,,,,
drawers,D,R,AO,R,Z,,,,,,,,,,,,,
drawings,D,R,AO,IH,NG,Z,,,,,,,,,,,,
drawstring,D,R,AO,S,T,R,IH,NG,,,,,,,,,,
dray,D,R,EY,,,,,,,,,,,,,,,
dread,D,R,EH,D,,,,,,,,,,,,,,
dreadnaughts,D,R,EH,D,N,AO,T,S,,,,,,,,,,
dreadnought,D,R,EH,D,N,AO,T,,,,,,,,,,,
dream,D,R,IY,M,,,,,,,,,,,,,,
dreamboat,D,R,IY,M,B,OW,T,,,,,,,,,,,
dreamcatcher,D,R,IY,M,K,AE,CH,ER,,,,,,,,,,
dreamer,D,R,IY,M,ER,,,,,,,,,,,,,
dreamland,D,R,IY,M,L,AE,N,D,,,,,,,,,,
dreamworld,D,R,IY,M,W,ER,L,D,,,,,,,,,,
dredges,D,R,EH,JH,AH,Z,,,,,,,,,,,,
dregs,D,R,EH,G,Z,,,,,,,,,,,,,
dress,D,R,EH,S,,,,,,,,,,,,,,
dresser,D,R,EH,S,ER,,,,,,,,,,,,,
dressier,D,R,EH,S,IY,ER,,,,,,,,,,,,
dressmaker,D,R,EH,S,M,EY,K,ER,,,,,,,,,,
drib,D,R,IH,B,,,,,,,,,,,,,,
dribbler,D,R,IH,B,AH,L,ER,,,,,,,,,,,
driers,D,R,AY,ER,Z,,,,,,,,,,,,,
drift,D,R,IH,F,T,,,,,,,,,,,,,
drifter,D,R,IH,F,T,ER,,,,,,,,,,,,
driftwood,D,R,IH,F,T,W,UH,D,,,,,,,,,,
drill,D,R,IH,L,,,,,,,,,,,,,,
driller,D,R,IH,L,ER,,,,,,,,,,,,,
drillmaster,D,R,IH,L,M,AE,S,T,ER,,,,,,,,,
drink,D,R,IH,NG,K,,,,,,,,,,,,,
drinker,D,R,IH,NG,K,ER,,,,,,,,,,,,
drip,D,R,IH,P,,,,,,,,,,,,,,
dripper,D,R,IH,P,ER,,,,,,,,,,,,,
drivel,D,R,IH,V,AH,L,,,,,,,,,,,,
driver,D,R,AY,V,ER,,,,,,,,,,,,,
driveway,D,R,AY,V,W,EY,,,,,,,,,,,,
drizzle,D,R,IH,Z,AH,L,,,,,,,,,,,,
drogue,D,R,OW,G,,,,,,,,,,,,,,
drolleries,D,R,AA,L,AH,R,AY,Z,,,,,,,,,,
dromedary,D,R,AA,M,AH,D,EH,R,IY,,,,,,,,,
drone,D,R,OW,N,,,,,,,,,,,,,,
droops,D,R,UW,P,S,,,,,,,,,,,,,
droplet,D,R,AA,P,L,AH,T,,,,,,,,,,,
dropout,D,R,AA,P,AW,T,,,,,,,,,,,,
dropper,D,R,AA,P,ER,,,,,,,,,,,,,
dropsy,D,R,AA,P,S,IY,,,,,,,,,,,,
drosophila,D,R,AH,S,AA,F,AH,L,AH,,,,,,,,,
dross,D,R,AO,S,,,,,,,,,,,,,,
drought,D,R,AW,T,,,,,,,,,,,,,,
drover,D,R,OW,V,ER,,,,,,,,,,,,,
droves,D,R,OW,V,Z,,,,,,,,,,,,,
drowsiness,D,R,AW,Z,IY,N,AH,S,,,,,,,,,,
drudge,D,R,AH,JH,,,,,,,,,,,,,,
drudgery,D,R,AH,JH,ER,IY,,,,,,,,,,,,
drug,D,R,AH,G,,,,,,,,,,,,,,
druggie,D,R,AH,G,IY,,,,,,,,,,,,,
druggist,D,R,AH,G,IH,S,T,,,,,,,,,,,
drugstore,D,R,AH,G,S,T,AO,R,,,,,,,,,,
druid,D,R,UW,IH,D,,,,,,,,,,,,,
druidism,D,R,UW,AH,D,IH,Z,AH,M,,,,,,,,,
drum,D,R,AH,M,,,,,,,,,,,,,,
drumbeat,D,R,AH,M,B,IY,T,,,,,,,,,,,
drummer,D,R,AH,M,ER,,,,,,,,,,,,,
drumstick,D,R,AH,M,S,T,IH,K,,,,,,,,,,
drunkard,D,R,AH,NG,K,ER,D,,,,,,,,,,,
drunkenness,D,R,AH,NG,K,AH,N,N,AH,S,,,,,,,,
drunks,D,R,AH,NG,K,S,,,,,,,,,,,,
dryad,D,R,AY,AH,D,,,,,,,,,,,,,
dryer,D,R,AY,ER,,,,,,,,,,,,,,
dryness,D,R,AY,N,AH,S,,,,,,,,,,,,
drywall,D,R,AY,W,AA,L,,,,,,,,,,,,
dualism,D,UW,AH,L,IH,Z,AH,M,,,,,,,,,,
dualities,D,UW,AE,L,AH,T,IY,Z,,,,,,,,,,
dubs,D,AH,B,Z,,,,,,,,,,,,,,
ducat,D,Y,UW,K,AH,T,,,,,,,,,,,,
duchess,D,AH,CH,AH,S,,,,,,,,,,,,,
duchy,D,AH,CH,IY,,,,,,,,,,,,,,
duck,D,AH,K,,,,,,,,,,,,,,,
ducker,D,AH,K,ER,,,,,,,,,,,,,,
duckling,D,AH,K,L,IH,NG,,,,,,,,,,,,
ducktail,D,AH,K,T,EY,L,,,,,,,,,,,,
duckweed,D,AH,K,W,IY,D,,,,,,,,,,,,
duct,D,AH,K,T,,,,,,,,,,,,,,
ducttape,D,AH,K,T,EY,P,,,,,,,,,,,,
